timestamp,plant_id,soil_moisture_pct,temperature_c,humidity_pct,watered
2024-06-01T06:00:00,plant_b,74.7,38.03,41.79,0
2024-06-01T06:30:00,plant_b,75.58,38.39,38.55,0
2024-06-01T07:00:00,plant_b,74.98,38.59,39.63,0
2024-06-01T07:30:00,plant_b,74.56,38.94,41.19,0
2024-06-01T08:00:00,plant_b,75.04,38.95,38.17,0
2024-06-01T08:30:00,plant_b,72.84,38.95,41.41,0
2024-06-01T09:00:00,plant_b,73.92,38.66,40.75,0
2024-06-01T09:30:00,plant_b,71.92,38.32,41.53,0
2024-06-01T10:00:00,plant_b,74.5,38.0,42.52,0
2024-06-01T10:30:00,plant_b,73.53,37.98,41.74,0
2024-06-01T11:00:00,plant_b,73.69,36.54,41.2,0
2024-06-01T11:30:00,plant_b,72.06,36.19,48.41,0
2024-06-01T12:00:00,plant_b,73.36,35.41,50.54,0
2024-06-01T12:30:00,plant_b,71.14,35.16,51.18,0
2024-06-01T13:00:00,plant_b,72.25,34.78,55.05,0
2024-06-01T13:30:00,plant_b,72.32,33.95,57.38,0
2024-06-01T14:00:00,plant_b,70.94,32.62,58.57,0
2024-06-01T14:30:00,plant_b,72.08,32.02,65.39,0
2024-06-01T15:00:00,plant_b,70.3,30.91,65.6,0
2024-06-01T15:30:00,plant_b,72.81,30.81,68.18,0
2024-06-01T16:00:00,plant_b,72.64,29.86,67.14,0
2024-06-01T16:30:00,plant_b,70.12,29.63,69.28,0
2024-06-01T17:00:00,plant_b,70.65,28.76,72.94,0
2024-06-01T17:30:00,plant_b,71.34,28.37,78.62,0
2024-06-01T18:00:00,plant_b,71.09,27.46,75.75,0
2024-06-01T18:30:00,plant_b,69.24,27.74,76.9,0
2024-06-01T19:00:00,plant_b,70.05,27.41,77.51,0
2024-06-01T19:30:00,plant_b,69.7,26.22,77.48,0
2024-06-01T20:00:00,plant_b,94.32,27.07,81.06,1
2024-06-01T20:30:00,plant_b,94.91,27.06,79.35,0
2024-06-01T21:00:00,plant_b,95.0,27.46,79.0,0
2024-06-01T21:30:00,plant_b,93.62,27.72,78.32,0
2024-06-01T22:00:00,plant_b,95.0,27.69,79.52,0
2024-06-01T22:30:00,plant_b,94.33,28.78,75.31,0
2024-06-01T23:00:00,plant_b,94.12,28.21,73.19,0
2024-06-01T23:30:00,plant_b,95.0,29.58,72.48,0
2024-06-02T00:00:00,plant_b,91.73,28.0,68.13,0
2024-06-02T00:30:00,plant_b,93.8,28.16,64.94,0
2024-06-02T01:00:00,plant_b,95.0,28.74,61.83,0
2024-06-02T01:30:00,plant_b,95.0,29.75,59.36,0
2024-06-02T02:00:00,plant_b,94.2,30.21,57.62,0
2024-06-02T02:30:00,plant_b,92.51,31.85,54.69,0
2024-06-02T03:00:00,plant_b,95.0,32.38,54.17,0
2024-06-02T03:30:00,plant_b,92.15,32.96,50.12,0
2024-06-02T04:00:00,plant_b,95.0,33.04,48.78,0
2024-06-02T04:30:00,plant_b,94.17,34.98,46.19,0
2024-06-02T05:00:00,plant_b,93.4,34.75,41.28,0
2024-06-02T05:30:00,plant_b,93.45,35.39,44.46,0
2024-06-02T06:00:00,plant_b,92.35,36.04,37.62,0
2024-06-02T06:30:00,plant_b,92.47,36.36,40.05,0
2024-06-02T07:00:00,plant_b,94.53,36.49,36.3,0
2024-06-02T07:30:00,plant_b,93.18,36.87,38.2,0
2024-06-02T08:00:00,plant_b,91.62,37.16,37.42,0
2024-06-02T08:30:00,plant_b,93.11,37.17,38.38,0
2024-06-02T09:00:00,plant_b,92.42,37.37,38.34,0
2024-06-02T09:30:00,plant_b,91.52,36.3,41.04,0
2024-06-02T10:00:00,plant_b,91.8,36.12,41.77,0
2024-06-02T10:30:00,plant_b,90.83,34.78,41.87,0
2024-06-02T11:00:00,plant_b,91.5,34.71,44.46,0
2024-06-02T11:30:00,plant_b,91.73,33.97,45.89,0
2024-06-02T12:00:00,plant_b,90.54,33.12,47.97,0
2024-06-02T12:30:00,plant_b,90.49,32.71,50.42,0
2024-06-02T13:00:00,plant_b,90.91,32.03,52.72,0
2024-06-02T13:30:00,plant_b,91.33,31.21,55.25,0
2024-06-02T14:00:00,plant_b,89.9,31.62,54.5,0
2024-06-02T14:30:00,plant_b,90.53,29.81,59.75,0
2024-06-02T15:00:00,plant_b,91.78,29.15,65.83,0
2024-06-02T15:30:00,plant_b,88.78,28.56,64.21,0
2024-06-02T16:00:00,plant_b,88.31,27.74,66.87,0
2024-06-02T16:30:00,plant_b,89.22,26.22,72.47,0
2024-06-02T17:00:00,plant_b,88.62,27.17,69.92,0
2024-06-02T17:30:00,plant_b,89.04,27.22,71.86,0
2024-06-02T18:00:00,plant_b,86.77,25.3,75.32,0
2024-06-02T18:30:00,plant_b,89.28,25.68,75.38,0
2024-06-02T19:00:00,plant_b,86.43,24.74,78.47,0
2024-06-02T19:30:00,plant_b,88.82,23.98,77.07,0
2024-06-02T20:00:00,plant_b,89.86,25.56,78.14,0
2024-06-02T20:30:00,plant_b,88.49,24.27,75.86,0
2024-06-02T21:00:00,plant_b,88.13,25.12,77.48,0
2024-06-02T21:30:00,plant_b,87.45,24.71,74.6,0
2024-06-02T22:00:00,plant_b,86.6,25.77,71.14,0
2024-06-02T22:30:00,plant_b,87.55,26.13,75.44,0
2024-06-02T23:00:00,plant_b,88.01,26.87,70.84,0
2024-06-02T23:30:00,plant_b,87.0,26.79,71.76,0
2024-06-03T00:00:00,plant_b,88.97,28.1,78.51,0
2024-06-03T00:30:00,plant_b,87.61,28.86,71.63,0
2024-06-03T01:00:00,plant_b,87.26,30.28,70.95,0
2024-06-03T01:30:00,plant_b,85.72,29.96,66.77,0
2024-06-03T02:00:00,plant_b,88.21,30.37,60.13,0
2024-06-03T02:30:00,plant_b,84.86,31.66,60.75,0
2024-06-03T03:00:00,plant_b,87.44,32.15,56.5,0
2024-06-03T03:30:00,plant_b,84.47,33.33,56.42,0
2024-06-03T04:00:00,plant_b,87.96,34.22,53.23,0
2024-06-03T04:30:00,plant_b,88.27,34.5,50.35,0
2024-06-03T05:00:00,plant_b,85.9,34.91,46.13,0
2024-06-03T05:30:00,plant_b,86.59,35.77,47.11,0
2024-06-03T06:00:00,plant_b,85.42,36.25,48.77,0
2024-06-03T06:30:00,plant_b,86.18,36.25,44.15,0
2024-06-03T07:00:00,plant_b,85.9,36.2,44.01,0
